Sentence_ID,Source_Language,Target_Language,Source_Text,Target_Text,Domain,Sentence_Length,Translation_Quality,Speaker_Region,Formality
S1784,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Western,Informal
S1785,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Government,4,High,Eastern,Formal
S1786,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Education,2,High,West Nile,Formal
S1787,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,West Nile,Informal
S1788,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Eastern,Formal
S1789,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Education,2,High,Western,Formal
S1790,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Western,Formal
S1791,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,West Nile,Formal
S1792,English,Luganda,Thank you,[Luganda translation] Webale,Health,2,High,Western,Informal
S1793,English,Lusoga,The patient needs medicine,[Lusoga translation] Omulwaire yetaaga obulezi,Health,4,High,Western,Informal
S1794,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Northern,Informal
S1795,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Daily Conversation,2,High,Western,Informal
S1796,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Central,Formal
S1797,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Northern,Formal
S1798,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,Western,Formal
S1799,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Daily Conversation,4,High,Eastern,Informal
S1800,English,Lusoga,The road is bad,[Lusoga translation] Oluguudo lubi,Tourism,4,High,Central,Informal
S1801,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Government,4,High,Western,Formal
S1802,English,Acholi,School begins tomorrow,[Acholi translation] Gang Kwan obi cake diki,Education,3,High,West Nile,Formal
S1803,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Eastern,Formal
S1804,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Health,1,High,Northern,Formal
S1805,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Northern,Informal
S1806,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,West Nile,Informal
S1807,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Western,Informal
S1808,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Agriculture,1,High,West Nile,Formal
S1809,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,West Nile,Informal
S1810,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Daily Conversation,2,High,Northern,Informal
S1811,English,Lusoga,Wash your hands,[Lusoga translation] Naaba engalo dho,Health,3,High,Western,Formal
S1812,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Western,Formal
S1813,English,Lusoga,The patient needs medicine,[Lusoga translation] Omulwaire yetaaga obulezi,Health,4,High,Central,Formal
S1814,English,Lusoga,The crops are ready,[Lusoga translation] Ebisimbe byatuuka,Agriculture,4,High,Central,Informal
S1815,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Central,Formal
S1816,English,Ateso,Good morning,[Ateso translation] Ber otingela.,Business,2,High,Central,Informal
S1817,English,Lugbara,Wash your hands,[Lugbara translation] Mi uji midriki,Health,3,High,Central,Informal
S1818,English,Luganda,Thank you,[Luganda translation] Webale,Government,2,High,Western,Informal
S1819,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Business,2,High,Western,Informal
S1820,English,Luganda,The crops are ready,[Luganda translation] Ebirime bikuze,Agriculture,4,High,Western,Formal
S1821,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Northern,Informal
S1822,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Northern,Informal
S1823,English,Ateso,We are going home,[Ateso translation] Alototo oire,Daily Conversation,4,High,Western,Formal
S1824,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Northern,Informal
S1825,English,Lusoga,We are going home,[Lusoga translation] Tuli kugya waka,Agriculture,4,High,Western,Informal
S1826,English,Rukiga,Wash your hands,[Rukiga translation] Naaba engaro zaawe,Health,3,High,Eastern,Formal
S1827,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Tourism,3,High,Central,Informal
S1828,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Central,Informal
S1829,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Health,2,High,Central,Informal
S1830,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Health,1,High,Northern,Informal
S1831,English,Lugbara,The patient needs medicine,[Lugbara translation] Ba azoruri le aro,Health,4,High,Eastern,Informal
S1832,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Northern,Informal
S1833,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Government,3,High,Northern,Informal
S1834,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Eastern,Informal
S1835,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,Northern,Informal
S1836,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Eastern,Formal
S1837,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Northern,Informal
S1838,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,West Nile,Informal
S1839,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Central,Informal
S1840,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,West Nile,Formal
S1841,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Northern,Formal
S1842,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,West Nile,Informal
S1843,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Tourism,1,High,Northern,Informal
S1844,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Central,Formal
S1845,English,Rukiga,School begins tomorrow,[[Rukiga translation] Eishomero niritandika nyencakare,Education,3,High,Western,Informal
S1846,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Western,Formal
S1847,English,Acholi,Welcome,[Acholi translation] Wa joli,Education,1,High,Central,Formal
S1848,English,Rukiga,The patient needs medicine,[Rukiga translation] Omurwaire nayetenga embazi,Health,4,High,Central,Formal
S1849,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Health,1,High,Central,Informal
S1850,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Tourism,1,High,Northern,Informal
S1851,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Government,1,High,Northern,Formal
S1852,English,Luganda,Welcome,[Luganda translation] Tukwaniriza,Education,1,High,Northern,Informal
S1853,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Northern,Formal
S1854,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,West Nile,Formal
S1855,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Eastern,Informal
S1856,English,Runyankole,Open the door,[Runyankole translation] Yigura orwigyi,Daily Conversation,3,High,Central,Informal
S1857,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Western,Formal
S1858,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Northern,Informal
S1859,English,Rukiga,The crops are ready,[[Rukiga translation] Ebihingwa byezire,Agriculture,4,High,West Nile,Informal
S1860,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Central,Informal
S1861,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Western,Formal
S1862,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Education,1,High,Eastern,Informal
S1863,English,Ateso,The road is bad,[Ateso translation] Ebarabara ekeda aiboroit.,Business,4,High,Central,Informal
S1864,English,Ateso,Welcome,[Ateso translation] Ijalama anyin,Agriculture,1,High,West Nile,Informal
S1865,English,Rukiga,Open the door,[Rukiga translation] Yaigura orwigi,Education,3,High,Central,Formal
S1866,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Agriculture,3,High,Eastern,Informal
S1867,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Northern,Informal
S1868,English,Lusoga,Open the door,[Lusoga translation] Igulawo olwigi,Government,3,High,Central,Formal
S1869,English,Rukiga,Thank you,[Rukiga translation] Webare,Health,2,High,Eastern,Formal
S1870,English,Runyankole,We are going home,[Runyankole translation] Turiyo nitutaha omuka,Agriculture,4,High,Northern,Formal
S1871,English,Lugbara,Welcome,[Lugbara translation] Ma ai mira,Daily Conversation,1,High,Northern,Formal
S1872,English,Ateso,School begins tomorrow,[Ateso translation] Egenu esomero emoi,Education,3,High,Northern,Informal
S1873,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Tourism,4,High,West Nile,Informal
S1874,English,Lugbara,The crops are ready,[Lugbara translation] Nyaka afukibo,Agriculture,4,High,Central,Formal
S1875,English,Lugbara,We are going home,[Lugbara translation] Ama mu akuwa,Education,4,High,Northern,Informal
S1876,English,Ateso,Thank you,[Ateso translation] Eyalama noi.,Business,2,High,Eastern,Informal
S1877,English,Acholi,We are going home,[Acholi translation] Watye ka dok gang,Government,4,High,Eastern,Formal
S1878,English,Acholi,Thank you,[Acholi translation] Apwoya wun weng,Daily Conversation,2,High,Western,Informal
S1879,English,Rukiga,Welcome,[Rukiga translation] Twakwakiira,Education,1,High,Northern,Formal
S1880,English,Ateso,The market is busy today,[Ateso translation] Ipu etunya osokoni,Business,5,High,West Nile,Informal
S1881,English,Luganda,The patient needs medicine,[Luganda translation] Omulwadde yeetaaga eddagala,Health,4,High,Eastern,Informal
S1882,English,Lusoga,School begins tomorrow,[Lusoga translation] Eisomero litandika idho,Education,3,High,Western,Informal
S1883,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Northern,Informal
S1884,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Government,2,High,Eastern,Formal
S1885,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,West Nile,Formal
S1886,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Eastern,Formal
S1887,English,Runyankole,Wash your hands,[Runyankole translation] Naba engaro,Health,3,High,Central,Formal
S1888,English,Ateso,This park has many animals,[Ateso translation] Epu eitur awujo,Tourism,5,High,West Nile,Informal
S1889,English,Lugbara,School begins tomorrow,[Lugbara translation] Sukulu la ido dusi,Education,3,High,Central,Formal
S1890,English,Runyankole,The road is bad,[Runyankole translation] Oruguto nirubi,Government,4,High,Central,Formal
S1891,English,Acholi,Open the door,[Acholi translation] Yab doggola,Health,3,High,Western,Informal
S1892,English,Acholi,Welcome,[Acholi translation] Wa joli,Education,1,High,Eastern,Informal
S1893,English,Luganda,The market is busy today,[Luganda translation] Akatale kaliimu abantu bangi leero,Business,5,High,Western,Informal
S1894,English,Acholi,Good morning,[Acholi translation] Wu coo Maber,Tourism,2,High,West Nile,Formal
S1895,English,Rukiga,This park has many animals,[Rukiga translation] Paaka egi erimu enyamaiswa mingi,Tourism,5,High,Central,Informal
S1896,English,Rukiga,Thank you,[Rukiga translation] Webare,Tourism,2,High,Central,Formal
S1897,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Northern,Formal
S1898,English,Ateso,Wash your hands,[Ateso translation] Elota akani,Health,3,High,West Nile,Informal
S1899,English,Ateso,The patient needs medicine,[Ateso translation] Ekotosi adeka ekia,Health,4,High,West Nile,Informal
S1900,English,Runyankole,School begins tomorrow,[Runyankole translation] Eishomero niritandika nyencakare,Education,3,High,Eastern,Formal
S1901,English,Luganda,Open the door,[Luganda translation] Ggulawo oluggi,Health,3,High,Central,Formal
S1902,English,Ateso,Open the door,[Ateso translation] Buka ebwogo.,Business,3,High,Northern,Informal
S1903,English,Runyankole,The patient needs medicine,[Runyankole translation] Omurwire nayenda omubazi,Health,4,High,Western,Informal
S1904,English,Lusoga,The market is busy today,[Lusoga translation] Akatale kalimu abantu kamala olwalelo,Business,5,High,Western,Informal
S1905,English,Ateso,The crops are ready,[Ateso translation] Ebaret ekeda aiyare.,Agriculture,4,High,Central,Informal
S1906,English,Runyankole,The market is busy today,[Runyankole translation] Akatare kali busy,Business,5,High,Northern,Informal
S1907,English,Luganda,School begins tomorrow,[Luganda translation] Essomero litandika enkya,Education,3,High,Eastern,Informal
S1908,English,Acholi,The road is bad,[Acholi translation] Gudu ni rac,Tourism,4,High,West Nile,Informal
S1909,English,Runyankole,The crops are ready,[Runyankole translation] Ebihingwa byahaire,Agriculture,4,High,Eastern,Formal
S1910,English,Lugbara,Thank you,[Lugbara translation] Awodifo,Agriculture,2,High,Western,Informal
S1911,English,Luganda,This park has many animals,[Luganda translation] Paaka eno erimu ensolo nyingi,Tourism,5,High,Central,Informal
S1912,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Business,1,High,Central,Informal
S1913,English,Luganda,Good morning,[Luganda translation] Wasuze otya,Tourism,2,High,Northern,Formal
S1914,English,Lusoga,This park has many animals,[Lusoga translation] Paaka eno elina ensolo kamaala,Tourism,5,High,West Nile,Informal
S1915,English,Luganda,We are going home,[Luganda translation] Tugenda waka,Government,4,High,Eastern,Informal
S1916,English,Runyankole,Welcome,[Runyankole translation] Twakushemererwa,Health,1,High,Western,Informal
S1917,English,Acholi,Wash your hands,[Acholi translation] Lwok cingi,Health,3,High,Northern,Formal
S1918,English,Luganda,Wash your hands,[Luganda translation] Naaba emikono gyo,Health,3,High,Northern,Formal
S1919,English,Acholi,This park has many animals,[Acholi translation] Kabedo pa lee ni tye ki lee mapol,Tourism,5,High,Western,Informal
